"id";"image";"theme";"design";"punning";"cf";"cf_url";"memo"
"799";"wanxianggengxin-1.jpg";"万象更新";"万年青 + 大象";"rhodea japonica+elephant-1";;;"Li 1989:135; 19th century inlaid lacquer panel, plate 814 in Sotheby’s Catalogue May 18, 1989 Hong Kong; 王树村92/20"
"800";"kx_qhylh_weiliesangong_pan.jpg";"位列三公";"三 + 鸡";"sangong";"-";;"The three roosters in the first wall scroll from the right, Plate 519, Lee Kong Chian Museum Catalogue, stand for san (three) gong (ji cockerel), the three top positions in the imperial court, and is tantamount to ‘May you rank among the three top civil servants.’; 故宫百宝嵌漆盒杨伯达主编 故宫文物大典四/1618； PDFA801dish 四代珍106; the first picture from the right in plate 519 in Lee Kong Chian Museum Catalogue"
"801";"a0055.jpg";"位列三公";"三 + 鸡";"sangong";"-";;"The three roosters in the first wall scroll from the right, Plate 519, Lee Kong Chian Museum Catalogue, stand for san (three) gong (ji cockerel), the three top positions in the imperial court, and is tantamount to ‘May you rank among the three top civil servants.’; 故宫百宝嵌漆盒杨伯达主编 故宫文物大典四/1618； PDFA801dish 四代珍106; the first picture from the right in plate 519 in Lee Kong Chian Museum Catalogue"
"802";"a2796.jpg";"位列三公";"三 + 鸡";"sangong";"-";;"The three roosters in the first wall scroll from the right, Plate 519, Lee Kong Chian Museum Catalogue, stand for san (three) gong (ji cockerel), the three top positions in the imperial court, and is tantamount to ‘May you rank among the three top civil servants.’; 故宫百宝嵌漆盒杨伯达主编 故宫文物大典四/1618； PDFA801dish 四代珍106; the first picture from the right in plate 519 in Lee Kong Chian Museum Catalogue"
"803";"yzh_fencai_weiliesangong_liankoubo_GM.jpg";"位列三公";"三 + 鸡";"sangong";"-";;"The three roosters in the first wall scroll from the right, Plate 519, Lee Kong Chian Museum Catalogue, stand for san (three) gong (ji cockerel), the three top positions in the imperial court, and is tantamount to ‘May you rank among the three top civil servants.’; 故宫百宝嵌漆盒杨伯达主编 故宫文物大典四/1618； PDFA801dish 四代珍106; the first picture from the right in plate 519 in Lee Kong Chian Museum Catalogue"
"804";"a3392.jpg";"位列三公";"三 + 鸡";"sangong";"-";;"The three roosters in the first wall scroll from the right, Plate 519, Lee Kong Chian Museum Catalogue, stand for san (three) gong (ji cockerel), the three top positions in the imperial court, and is tantamount to ‘May you rank among the three top civil servants.’; 故宫百宝嵌漆盒杨伯达主编 故宫文物大典四/1618； PDFA801dish 四代珍106; the first picture from the right in plate 519 in Lee Kong Chian Museum Catalogue"
"805";"a4989.jpg";"位列三公";"三 + 鸡";"sangong";"-";;"The three roosters in the first wall scroll from the right, Plate 519, Lee Kong Chian Museum Catalogue, stand for san (three) gong (ji cockerel), the three top positions in the imperial court, and is tantamount to ‘May you rank among the three top civil servants.’; 故宫百宝嵌漆盒杨伯达主编 故宫文物大典四/1618； PDFA801dish 四代珍106; the first picture from the right in plate 519 in Lee Kong Chian Museum Catalogue"
"806";"weishanzuile-1.jpg";"为善最乐";"扇子";"fan";;;"-"
"807";"wufuchangqing-1.jpg";"五福长庆";"五 + 蝙蝠 + 盘长 + 磬";"wufu+changqing";;;"-"
"808";"a5275.jpg";"五福和合";"五 + 蝙蝠 + 盒子";"wufu+hehe";"-";;"Meng 1991:350"
"810";"a3883.jpg";"五福兼隆";"五 + 蝙蝠 + 笼子";"wufu+coop";" 清 居巢（公元1811-1865年），字梅生，号梅巢，广东番禺人，绢本 设色，纵80.5cm，横44.5cm。 广东省博物馆藏";;"-"
"811";"no-image.png";"五福兼善";"五 + 蝙蝠 + 扇子";"wufu+fan";;;"-"
"812";"a5274.jpg";"五福捧寿";"五 + 蝙蝠 + 寿字";"wufu+the Chinese character for longevity";"Daoguang fencai dish in Qian 1994:225; Meng 1991:352;Christie's Fine Chinese Ceramics, Paintings and Works of Art, London, 16 December 1996, Lot 23; 琺瑯彩・粉彩 主編葉佩蘭 香港: 商務官印書館(香港)有限公司, 1999, p. 154, pl.136,乾隆粉彩盖扁瓶瓶；p.241 pl.213;";;
"813";"a9364.jpg";"五福捧寿";"五 + 蝙蝠 + 寿字";"wufu+the Chinese character for longevity";"薄松年 中国民间年画选 南昌: 江西美术出版社, 1990，p. 12 part 门画 天津杨柳青 60x35cm";;"Daoguang fencai dish in Qian 1994:225; Meng 1991:352;Christie's Fine Chinese Ceramics, Paintings and Works of Art, London, 16 December 1996, Lot 23; 琺瑯彩・粉彩 主編葉佩蘭 香港: 商務官印書館(香港)有限公司, 1999, p. 154, pl.136,乾隆粉彩盖扁瓶瓶；p.241 pl.213;"
"814";"a9731.jpg";"五福捧寿";"五 + 蝙蝠 + 桃子";"wufu+longevity peach";"钱振宗主编 清代瓷器赏鉴 香港：中华书局(香港)有限公司 1994， p. 157, pl. 201";;"Daoguang fencai dish in Qian 1994:225; Meng 1991:352;Christie's Fine Chinese Ceramics, Paintings and Works of Art, London, 16 December 1996, Lot 23; 琺瑯彩・粉彩 主編葉佩蘭 香港: 商務官印書館(香港)有限公司, 1999, p. 154, pl.136,乾隆粉彩盖扁瓶瓶；p.241 pl.213;"
"815";"a9611.jpg";"五世分甘";"五 + 柿子";"wushi";"-";;"-"
"816";"a9263.jpg";"五世同堂";"五 + 柿子";"wushi";"-";;"-"
"817";"a9219.jpg";"眼看五世";"五 + 柿子";"wushi";"主编郎绍君, 郭天民 齐白石全集 长沙市: 湖南美术出版社, 1996，Vol. 5, pl.167 扇面 纸本 水墨设色 18 x 49cm 1943 天津人民美术出版社藏 = 齐白石 赵春堂、穆美华编 天津: 天津人民美术出版社, 1998, pl.97";;"-"
"818";"a6181.jpg";"五世荣昌";"五 + 石榴";"pomegranate-3";"-";;"国立历史博物馆展览组 (1996) 《齐白石画集》, 台北: 国立历史博物馆 p.82"
"820";"wushitongju-1.jpg";"五世同居";"五 + 狮子";"lion-2";;;"Glass snuff bottle ca. 1720 - 1851, plate 55 in Au Hang 1993"
"821";"b0532.jpg";"喜报多子";"喜鹊 + 石榴";"magpie+pomegranate";"painting by Wu Bing 吴炳 in Song Dynasty, National Palace Museum, Taipei, Wenwu Guanghua Vol. 1, p. 220 文物光华";;
"822";"a9637.jpg";"喜报多子";"喜鹊 + 童子";"magpie+boy-1";"故宫文物月刊 总第157期, 第十四卷第一期17页 图十八 清 山东潍坊年画";;
"823";"a5361.jpg";"喜报三元";"喜鹊 + 三 + 桂圆";"magpie+longan-1";"-";;"Liu & Wang 1991:304; Qing paper-cutting piece, plate 212 in Cao 1988; Kangxi wucai dish in Qian 1994:47"
"824";"a9317.jpg";"喜报三元";"喜鹊 + 三 + 桂圆";"magpie+longan-1";"王树村 中国吉祥图集成 石家庄: 河北人民出版社, 1992 pl.153 34x25cm 山东潍县";;"Liu & Wang 1991:304; Qing paper-cutting piece, plate 212 in Cao 1988; Kangxi wucai dish in Qian 1994:47"
"825";"no-image.png";"喜报双慈";"喜鹊 + 二 + 茨菰";"magpie+arrowroot";;;"Qing jade carving piece, plate 290 in Ip 1983"
"826";"a5298.jpg";"喜从天降";"蜘蛛 + 从天降";"spider+dropping from sky";"-";;"Liu & Wang 1991:304; 钟馗百图 王兰西、王树村编著 广州 : 岭南美术出版社 喜蛛即「子」。一种长脚的小蜘蛛。《初学记》卷四引《荆楚岁时记》，「七夕，妇人……陈瓜果於庭中以乞巧，有子网於瓜上，则以为得。」喜蛛应巧；这也是较早的一种乞巧方式，其俗稍晚于穿针乞巧，大致起于南北朝之时。南朝梁宗懔《荆楚岁时记》说； “是夕，陈瓜果于庭中以乞巧。有喜子网于瓜上则以为符应 陆玑《诗疏》载，「〔喜子〕一名长脚，荆州河内人谓之喜母，此虫来著人衣，当有亲客至，有喜也」。人们把喜蛛喻吉光。喜蛛落下象徵「喜从天降」"
"827";"a4716.jpg";"喜从天降";"蜘蛛 + 从天降";"spider+dropping from sky";"-";;"Liu & Wang 1991:304; 钟馗百图 王兰西、王树村编著 广州 : 岭南美术出版社 喜蛛即「子」。一种长脚的小蜘蛛。《初学记》卷四引《荆楚岁时记》，「七夕，妇人……陈瓜果於庭中以乞巧，有子网於瓜上，则以为得。」喜蛛应巧；这也是较早的一种乞巧方式，其俗稍晚于穿针乞巧，大致起于南北朝之时。南朝梁宗懔《荆楚岁时记》说； “是夕，陈瓜果于庭中以乞巧。有喜子网于瓜上则以为符应 陆玑《诗疏》载，「〔喜子〕一名长脚，荆州河内人谓之喜母，此虫来著人衣，当有亲客至，有喜也」。人们把喜蛛喻吉光。喜蛛落下象徵「喜从天降」"
"828";"xicongtianjiang-1.png";"喜从天降";"蜘蛛 + 从天降";"spider+dropping from sky";"-";;"Liu & Wang 1991:304; 钟馗百图 王兰西、王树村编著 广州 : 岭南美术出版社 喜蛛即「子」。一种长脚的小蜘蛛。《初学记》卷四引《荆楚岁时记》，「七夕，妇人……陈瓜果於庭中以乞巧，有子网於瓜上，则以为得。」喜蛛应巧；这也是较早的一种乞巧方式，其俗稍晚于穿针乞巧，大致起于南北朝之时。南朝梁宗懔《荆楚岁时记》说； “是夕，陈瓜果于庭中以乞巧。有喜子网于瓜上则以为符应 陆玑《诗疏》载，「〔喜子〕一名长脚，荆州河内人谓之喜母，此虫来著人衣，当有亲客至，有喜也」。人们把喜蛛喻吉光。喜蛛落下象徵「喜从天降」"
"829";"xizhuw.jpg";"喜从天降";"蜘蛛 + 从天降";"spider+dropping from sky";"-";;"Liu & Wang 1991:304; 钟馗百图 王兰西、王树村编著 广州 : 岭南美术出版社 喜蛛即「子」。一种长脚的小蜘蛛。《初学记》卷四引《荆楚岁时记》，「七夕，妇人……陈瓜果於庭中以乞巧，有子网於瓜上，则以为得。」喜蛛应巧；这也是较早的一种乞巧方式，其俗稍晚于穿针乞巧，大致起于南北朝之时。南朝梁宗懔《荆楚岁时记》说； “是夕，陈瓜果于庭中以乞巧。有喜子网于瓜上则以为符应 陆玑《诗疏》载，「〔喜子〕一名长脚，荆州河内人谓之喜母，此虫来著人衣，当有亲客至，有喜也」。人们把喜蛛喻吉光。喜蛛落下象徵「喜从天降」"
"830";"a6309.jpg";"喜从天降";"蜘蛛 + 从天降";"spider+dropping from sky";"午日锺馗画特展 国立历史博物馆编辑委员会编辑 台北市: 国立历史博物馆, 1996, p.50, fig.39 24cm 陆襄钺 ca 1800-1911sic 1902";;"Liu & Wang 1991:304; 钟馗百图 王兰西、王树村编著 广州 : 岭南美术出版社 喜蛛即「子」。一种长脚的小蜘蛛。《初学记》卷四引《荆楚岁时记》，「七夕，妇人……陈瓜果於庭中以乞巧，有子网於瓜上，则以为得。」喜蛛应巧；这也是较早的一种乞巧方式，其俗稍晚于穿针乞巧，大致起于南北朝之时。南朝梁宗懔《荆楚岁时记》说； “是夕，陈瓜果于庭中以乞巧。有喜子网于瓜上则以为符应 陆玑《诗疏》载，「〔喜子〕一名长脚，荆州河内人谓之喜母，此虫来著人衣，当有亲客至，有喜也」。人们把喜蛛喻吉光。喜蛛落下象徵「喜从天降」"
"831";"a9349.jpg";"喜从天降";"蜘蛛 + 从天降";"spider+dropping from sky";"名家畫鍾馗特集 名家翰墨; 29. 香港: 翰墨軒出版有限公司, 1992 p. 106 溥儒 '喜子报喜' 110.8x45.3";;"Liu & Wang 1991:304; 钟馗百图 王兰西、王树村编著 广州 : 岭南美术出版社 喜蛛即「子」。一种长脚的小蜘蛛。《初学记》卷四引《荆楚岁时记》，「七夕，妇人……陈瓜果於庭中以乞巧，有子网於瓜上，则以为得。」喜蛛应巧；这也是较早的一种乞巧方式，其俗稍晚于穿针乞巧，大致起于南北朝之时。南朝梁宗懔《荆楚岁时记》说； “是夕，陈瓜果于庭中以乞巧。有喜子网于瓜上则以为符应 陆玑《诗疏》载，「〔喜子〕一名长脚，荆州河内人谓之喜母，此虫来著人衣，当有亲客至，有喜也」。人们把喜蛛喻吉光。喜蛛落下象徵「喜从天降」"
"832";"a5362.jpg";"喜得连科";"喜鹊 + 莲荷";"magpie+lotus pod-1";"-";;"Meng 1991:368"
"833";"b2026.jpg";"喜得连科";"喜鹊 + 莲荷";"magpie+lotus pod-1";"Hatcher Porcelain Cargoes H 26.5cm 癸未春日写 西田宏子107";;"Meng 1991:368"
"834";"no-image.png";"喜候双乐";"喜鹊 + 猴 + 二 + 鹿";"magpie+monkey-1+deer-3";;;"A Long Qing 隆庆 blue and white washer, Wen Wu No. 12, 1993, p. 86"
"835";"xijiaogege-1.jpg";"喜叫哥哥";"童子 + 蝈蝈";"cricket-1";;;"Qing Yangliuqing colour New Year painting, plate 567 in Wang 1991;"
"836";"xiletu-2.jpg";"喜乐图";"喜鹊 + 鹿";"magpie+deer-3";;;"-"
"837";"no-image.png";"喜庆有余";"喜鹊 + 磬 + 鱼";"magpie+stone music triangle+fish";;;"-"
"838";"no-image.png";"喜入连科";"蜘蛛 + 莲荷";"spider+lotus pod-1";;;"ink painting by Ren Yu in Qin Dynasty, Zi Jin Cheng (Forbidden City), Beijing: Palace Museum, No. 69, 1992, p. 24"
"839";"a9324.jpg";"喜上眉梢";"喜鹊 + 梅 + 上";"magpie+prunus-3";"王树村 中国吉祥图集成 石家庄: 河北人民出版社, 1992 pl.174b 26x24cm 河北武强";;"Liu & Wang 1991:306; Song Kesi piece of a painting by Zhao Chang, plate 13, p. 222 Wenwu Tiandi; Agate snuff bottle ca. 1736 - 1821, plate 185 in Au Hang 1993; Kangxi blue and white kendi, plate 191, Lee Kong Chien Museum Catalogue, The National University of Singapore S308a Liu & Wang 1991:306; Song Kesi piece of a painting by Zhao Chang, plate 13, p. 222 Wenwu Tiandi; Agate snuff bottle ca. 1736 - 1821, plate 185 in Au Hang 1993; Kangxi blue and white kendi, plate 191, Lee Kong Chien Museum Catalogue, The National University of Singapore"
"840";"a9254.jpg";"喜上眉梢";"喜鹊 + 梅 + 上";"magpie+prunus-3";"主编郎绍君, 郭天民 齐白石全集 长沙市: 湖南美术出版社, 1996，Vol. 6, pl. 178 立轴 纸本 水墨设色 132 x 48cm 1947 上海朵云轩藏";;"Liu & Wang 1991:306; Song Kesi piece of a painting by Zhao Chang, plate 13, p. 222 Wenwu Tiandi; Agate snuff bottle ca. 1736 - 1821, plate 185 in Au Hang 1993; Kangxi blue and white kendi, plate 191, Lee Kong Chien Museum Catalogue, The National University of Singapore S308a Liu & Wang 1991:306; Song Kesi piece of a painting by Zhao Chang, plate 13, p. 222 Wenwu Tiandi; Agate snuff bottle ca. 1736 - 1821, plate 185 in Au Hang 1993; Kangxi blue and white kendi, plate 191, Lee Kong Chien Museum Catalogue, The National University of Singapore"
"841";"a3941.jpg";"喜上眉梢";"喜鹊 + 梅 + 上";"magpie+prunus-3";"-";;"Liu & Wang 1991:306; Song Kesi piece of a painting by Zhao Chang, plate 13, p. 222 Wenwu Tiandi; Agate snuff bottle ca. 1736 - 1821, plate 185 in Au Hang 1993; Kangxi blue and white kendi, plate 191, Lee Kong Chien Museum Catalogue, The National University of Singapore S308a Liu & Wang 1991:306; Song Kesi piece of a painting by Zhao Chang, plate 13, p. 222 Wenwu Tiandi; Agate snuff bottle ca. 1736 - 1821, plate 185 in Au Hang 1993; Kangxi blue and white kendi, plate 191, Lee Kong Chien Museum Catalogue, The National University of Singapore"
"842";"a3944.jpg";"喜上眉梢";"喜鹊 + 梅 + 上";"magpie+prunus-3";"-";;"Liu & Wang 1991:306; Song Kesi piece of a painting by Zhao Chang, plate 13, p. 222 Wenwu Tiandi; Agate snuff bottle ca. 1736 - 1821, plate 185 in Au Hang 1993; Kangxi blue and white kendi, plate 191, Lee Kong Chien Museum Catalogue, The National University of Singapore S308a Liu & Wang 1991:306; Song Kesi piece of a painting by Zhao Chang, plate 13, p. 222 Wenwu Tiandi; Agate snuff bottle ca. 1736 - 1821, plate 185 in Au Hang 1993; Kangxi blue and white kendi, plate 191, Lee Kong Chien Museum Catalogue, The National University of Singapore"
"843";"xishangmeishao1.jpg";"喜上眉梢";"喜鹊 + 梅 + 上";"magpie+prunus-3";"-";;"Liu & Wang 1991:306; Song Kesi piece of a painting by Zhao Chang, plate 13, p. 222 Wenwu Tiandi; Agate snuff bottle ca. 1736 - 1821, plate 185 in Au Hang 1993; Kangxi blue and white kendi, plate 191, Lee Kong Chien Museum Catalogue, The National University of Singapore S308a Liu & Wang 1991:306; Song Kesi piece of a painting by Zhao Chang, plate 13, p. 222 Wenwu Tiandi; Agate snuff bottle ca. 1736 - 1821, plate 185 in Au Hang 1993; Kangxi blue and white kendi, plate 191, Lee Kong Chien Museum Catalogue, The National University of Singapore"
"844";"xishangmeishao2.jpg";"喜上眉梢";"喜鹊 + 梅 + 上";"magpie+prunus-3";"-";;"Liu & Wang 1991:306; Song Kesi piece of a painting by Zhao Chang, plate 13, p. 222 Wenwu Tiandi; Agate snuff bottle ca. 1736 - 1821, plate 185 in Au Hang 1993; Kangxi blue and white kendi, plate 191, Lee Kong Chien Museum Catalogue, The National University of Singapore S308a Liu & Wang 1991:306; Song Kesi piece of a painting by Zhao Chang, plate 13, p. 222 Wenwu Tiandi; Agate snuff bottle ca. 1736 - 1821, plate 185 in Au Hang 1993; Kangxi blue and white kendi, plate 191, Lee Kong Chien Museum Catalogue, The National University of Singapore"
"845";"ql_qhfencai_xishangmeishao_meiping_BUR.jpg";"喜上眉梢";"喜鹊 + 梅 + 上";"magpie+prunus-3";"-";;"Liu & Wang 1991:306; Song Kesi piece of a painting by Zhao Chang, plate 13, p. 222 Wenwu Tiandi; Agate snuff bottle ca. 1736 - 1821, plate 185 in Au Hang 1993; Kangxi blue and white kendi, plate 191, Lee Kong Chien Museum Catalogue, The National University of Singapore S308a Liu & Wang 1991:306; Song Kesi piece of a painting by Zhao Chang, plate 13, p. 222 Wenwu Tiandi; Agate snuff bottle ca. 1736 - 1821, plate 185 in Au Hang 1993; Kangxi blue and white kendi, plate 191, Lee Kong Chien Museum Catalogue, The National University of Singapore"
"846";"ql_qhfencai_xishangmeishao_meipinga_BUR.jpg";"喜上眉梢";"喜鹊 + 梅 + 上";"magpie+prunus-3";"-";;"Liu & Wang 1991:306; Song Kesi piece of a painting by Zhao Chang, plate 13, p. 222 Wenwu Tiandi; Agate snuff bottle ca. 1736 - 1821, plate 185 in Au Hang 1993; Kangxi blue and white kendi, plate 191, Lee Kong Chien Museum Catalogue, The National University of Singapore S308a Liu & Wang 1991:306; Song Kesi piece of a painting by Zhao Chang, plate 13, p. 222 Wenwu Tiandi; Agate snuff bottle ca. 1736 - 1821, plate 185 in Au Hang 1993; Kangxi blue and white kendi, plate 191, Lee Kong Chien Museum Catalogue, The National University of Singapore"
"847";"yzh_huangdiqh_xishangmeishao_baoyueping_BUR.jpg";"喜上眉梢";"喜鹊 + 梅 + 上";"magpie+prunus-3";"-";;"Liu & Wang 1991:306; Song Kesi piece of a painting by Zhao Chang, plate 13, p. 222 Wenwu Tiandi; Agate snuff bottle ca. 1736 - 1821, plate 185 in Au Hang 1993; Kangxi blue and white kendi, plate 191, Lee Kong Chien Museum Catalogue, The National University of Singapore S308a Liu & Wang 1991:306; Song Kesi piece of a painting by Zhao Chang, plate 13, p. 222 Wenwu Tiandi; Agate snuff bottle ca. 1736 - 1821, plate 185 in Au Hang 1993; Kangxi blue and white kendi, plate 191, Lee Kong Chien Museum Catalogue, The National University of Singapore"
"848";"a3483.jpg";"喜上眉梢";"喜鹊 + 梅 + 上";"magpie+prunus-3";"-";;"Liu & Wang 1991:306; Song Kesi piece of a painting by Zhao Chang, plate 13, p. 222 Wenwu Tiandi; Agate snuff bottle ca. 1736 - 1821, plate 185 in Au Hang 1993; Kangxi blue and white kendi, plate 191, Lee Kong Chien Museum Catalogue, The National University of Singapore S308a Liu & Wang 1991:306; Song Kesi piece of a painting by Zhao Chang, plate 13, p. 222 Wenwu Tiandi; Agate snuff bottle ca. 1736 - 1821, plate 185 in Au Hang 1993; Kangxi blue and white kendi, plate 191, Lee Kong Chien Museum Catalogue, The National University of Singapore"
"849";"a5096.jpg";"喜上眉梢";"喜鹊 + 梅 + 上";"magpie+prunus-3";"-";;"Liu & Wang 1991:306; Song Kesi piece of a painting by Zhao Chang, plate 13, p. 222 Wenwu Tiandi; Agate snuff bottle ca. 1736 - 1821, plate 185 in Au Hang 1993; Kangxi blue and white kendi, plate 191, Lee Kong Chien Museum Catalogue, The National University of Singapore S308a Liu & Wang 1991:306; Song Kesi piece of a painting by Zhao Chang, plate 13, p. 222 Wenwu Tiandi; Agate snuff bottle ca. 1736 - 1821, plate 185 in Au Hang 1993; Kangxi blue and white kendi, plate 191, Lee Kong Chien Museum Catalogue, The National University of Singapore"
"850";"a1130.jpg";"喜上眉梢";"喜鹊 + 梅 + 上";"magpie+prunus-3";"-";;"Liu & Wang 1991:306; Song Kesi piece of a painting by Zhao Chang, plate 13, p. 222 Wenwu Tiandi; Agate snuff bottle ca. 1736 - 1821, plate 185 in Au Hang 1993; Kangxi blue and white kendi, plate 191, Lee Kong Chien Museum Catalogue, The National University of Singapore S308a Liu & Wang 1991:306; Song Kesi piece of a painting by Zhao Chang, plate 13, p. 222 Wenwu Tiandi; Agate snuff bottle ca. 1736 - 1821, plate 185 in Au Hang 1993; Kangxi blue and white kendi, plate 191, Lee Kong Chien Museum Catalogue, The National University of Singapore"
"851";"xishichongchong-1.jpg";"喜事重重";"喜鹊 + 柿子";"magpie+persimmon-1";"与‘喜事连连’构成相同，实为同类图像的不同习语称呼";;"ink on silk painting by Zhang Ke-Qi, Artist ÒÕÊõ¼Ò No. 165, 1989, Taipei"
"852";"xishilianlian-1.jpg";"喜事连连";"喜鹊 + 莲荷";"magpie+lotus-4";;;" Qing carved jade pendant, ROC Society collection plate 150-2"
"853";"a5297.jpg";"喜在眼前";"喜鹊 + 铜钱";"magpie+coin";"-";;"Meng 1991:357; Qing paper-cutting piece, plate 202 in Cao 1988"
"854";"yanqianjianxi.jpg";"眼前见喜";"喜鹊 + 铜钱";"magpie+coin";;;"Meng 1991:382"
"855";"xizaiyanqian-1.jpg";"喜在眼前";"喜字 + 铜钱";"the Chinese character for happiness+coin";;;"Meng 1991:357; Qing paper-cutting piece, plate 202 in Cao 1988"
"856";"xinlingfuzhi-1.jpg";"心灵福至";"菱角 + 蝙蝠";"water caltrop-1+bat";;;"Qing jade carving piece, plate 286 in Ip 1983"
"857";"a9580.jpg";"新年大吉";"鲶鱼 + 鸡";"catfish+large cockerel";"支那南画大成续集 河井荃庐等监修 东京: 兴文社, 1935卷六 p. 98 = Qing painting by 清 Chen Shu 陈舒, plate on page 15 of Gugong Wenwu Yuekan, Vol. 118";;"-"
"858";"a5367.jpg";"杏林春宴";"红杏 + 燕子";"xinglin";"-";;"Tianqi / Chongzhen underglazed blue and white dish, plate 13 in Butler 1990; one side of a Yongzheng flask with overglaze enamel, PDF 824, Orientations 1986/11, p. 29; Qianlong falangcai bowl, PDF 874 in Scott 1997:81 Possessing the Past ； (清粉彩碗 S318 Butler 90:51 错; one side of a Yongzheng flask with overglaze enamel, PDF 824, Orientations 1986/11, p. 29; Qianlong falangcai bowl, PDF 874 in Scott 1997:81十竹斋笺谱"
"859";"a5532.jpg";"杏林春宴";"红杏 + 燕子";"xinglin";"-";;"Tianqi / Chongzhen underglazed blue and white dish, plate 13 in Butler 1990; one side of a Yongzheng flask with overglaze enamel, PDF 824, Orientations 1986/11, p. 29; Qianlong falangcai bowl, PDF 874 in Scott 1997:81 Possessing the Past ； (清粉彩碗 S318 Butler 90:51 错; one side of a Yongzheng flask with overglaze enamel, PDF 824, Orientations 1986/11, p. 29; Qianlong falangcai bowl, PDF 874 in Scott 1997:81十竹斋笺谱"
"860";"a4000.jpg";"杏林春宴";"红杏 + 燕子";"xinglin";"-";;"Tianqi / Chongzhen underglazed blue and white dish, plate 13 in Butler 1990; one side of a Yongzheng flask with overglaze enamel, PDF 824, Orientations 1986/11, p. 29; Qianlong falangcai bowl, PDF 874 in Scott 1997:81 Possessing the Past ； (清粉彩碗 S318 Butler 90:51 错; one side of a Yongzheng flask with overglaze enamel, PDF 824, Orientations 1986/11, p. 29; Qianlong falangcai bowl, PDF 874 in Scott 1997:81十竹斋笺谱"
"861";"ql_fencai_xinlinchunyan_wan_PDF.jpg";"杏林春宴";"红杏 + 燕子";"xinglin";"-";;"Tianqi / Chongzhen underglazed blue and white dish, plate 13 in Butler 1990; one side of a Yongzheng flask with overglaze enamel, PDF 824, Orientations 1986/11, p. 29; Qianlong falangcai bowl, PDF 874 in Scott 1997:81 Possessing the Past ； (清粉彩碗 S318 Butler 90:51 错; one side of a Yongzheng flask with overglaze enamel, PDF 824, Orientations 1986/11, p. 29; Qianlong falangcai bowl, PDF 874 in Scott 1997:81十竹斋笺谱"
"862";"a9579.jpg";"杏林春宴";"红杏 + 燕子";"xinglin";"故宫文物月刊 No.112，雍正粉彩";;"Tianqi / Chongzhen underglazed blue and white dish, plate 13 in Butler 1990; one side of a Yongzheng flask with overglaze enamel, PDF 824, Orientations 1986/11, p. 29; Qianlong falangcai bowl, PDF 874 in Scott 1997:81 Possessing the Past ； (清粉彩碗 S318 Butler 90:51 错; one side of a Yongzheng flask with overglaze enamel, PDF 824, Orientations 1986/11, p. 29; Qianlong falangcai bowl, PDF 874 in Scott 1997:81十竹斋笺谱"
"863";"a9582.jpg";"杏林春宴";"红杏 + 燕子";"xinglin";"故宫文物月刊 No.114，p.1乾隆 珐琅彩蒜头瓶 高 17厘米";;"Tianqi / Chongzhen underglazed blue and white dish, plate 13 in Butler 1990; one side of a Yongzheng flask with overglaze enamel, PDF 824, Orientations 1986/11, p. 29; Qianlong falangcai bowl, PDF 874 in Scott 1997:81 Possessing the Past ； (清粉彩碗 S318 Butler 90:51 错; one side of a Yongzheng flask with overglaze enamel, PDF 824, Orientations 1986/11, p. 29; Qianlong falangcai bowl, PDF 874 in Scott 1997:81十竹斋笺谱"
"864";"a9642.jpg";"杏林春宴";"红杏 + 燕子";"xinglin";"-";;"Tianqi / Chongzhen underglazed blue and white dish, plate 13 in Butler 1990; one side of a Yongzheng flask with overglaze enamel, PDF 824, Orientations 1986/11, p. 29; Qianlong falangcai bowl, PDF 874 in Scott 1997:81 Possessing the Past ； (清粉彩碗 S318 Butler 90:51 错; one side of a Yongzheng flask with overglaze enamel, PDF 824, Orientations 1986/11, p. 29; Qianlong falangcai bowl, PDF 874 in Scott 1997:81十竹斋笺谱"
"865";"a9252.jpg";"许君双寿";"老鼠 + 二 + 桃子";"mouse+longevity peach";"主编郎绍君, 郭天民 齐白石全集 长沙市: 湖南美术出版社, 1996，Vol. 6, pl. 153 立轴 纸本 水墨设色 95.5 x 36.5cm 1947 北京市文物公司";;"-"
"866";"a9256.jpg";"许君松寿";"老鼠 + 松";"mouse+pine tree-1";"主编郎绍君, 郭天民 齐白石全集 长沙市: 湖南美术出版社, 1996，Vol. 6, pl. 196 立轴 纸本 水墨 151 x 40cm 1947 中国展览交流中心藏";;"-"
"867";"xuandietu-1971.132_w.jpg";"萱耋图";"萱草 + 蝴蝶";"daylily+butterfly-1";"Lily and Butterflies, 1300s, Liu Shanshou, hanging scroll, ink on silk, Cleveland museum of art, Purchase from the J. H. Wade Fund 1971.132";;"-"
"868";"a9770.jpg";"萱耋图";"萱草 + 蝴蝶";"daylily+butterfly-1";"支那南画大成续集 河井荃庐等监修 东京: 兴文社, 1935卷六 p.91 left";;"-"
"869";"a4956.jpg";"学仙学佛";"水仙 + 佛手";"narcissus+buddha hands-1";"-";;"-"
"870";"a3825.jpg";"雅士图";"乌鸦 + 柿子";"crow+persimmon-3";"-";;"-"
"871";"a9320.jpg";"燕尔同栖";"燕子";"swallow-2";"王树村 中国吉祥图集成 石家庄: 河北人民出版社, 1992 pl.173 26x24cm 河北武强";;"-"
"872";"no-image.png";"延寿平安";"菊花 + 苹果";"chrysanthemum-2+apple";;;"-"
